count_location,ROAD_CLASS,TRAFFCTL,num_of_collisions,total_traffic,average_int_width,years,r
HIGHWAY 401 S TCS AT WARDEN AVE (PX 761),Major Arterial,Traffic Signal,2,27129.0,0.015,11,0.12241070563635964
MOUNT PLEASANT RD AT SOUDAN AVE (PX 1009),Major Arterial,Traffic Signal,3,11483.0,0.015,11,0.43379953407761046
BLACKSTONE ST AT DUCKWORTH ST & LAWRENCE AVE (PX 2000),Major Arterial,Stop Sign,2,9509.0,0.015,11,0.34923546463443056
LAKE SHORE BLVD AT MARINE PARADE DR (E LEG),Collector,No Control,2,6861.0,0.015,11,0.48402274205054663
NEWARK RD AT SCARBOROUGH GOLF CLUB RD,Local,Stop Sign,1,6159.0,0.015,11,0.2695957162858256
ANSON AVE AT BRIMLEY RD & COMRIE TERR (PX 2169),Minor Arterial,No Control,3,5134.0,0.015,11,0.9702610147668876
GROSVENOR ST AT QUEENS PARK CRES (PX 2280),Major Arterial,No Control,2,10512.0,0.015,11,0.3159132451682649
BRIMLEY RD AT BRIMORTON DR & WATERFIELD DR (PX 1028),Major Arterial,Traffic Signal,2,14176.0,0.015,11,0.2342607246902371
KIPLING AVE AT REXDALE BLVD (PX 732),Major Arterial,No Control,2,24865.0,0.015,11,0.13355640592032175
PARK LAWN RD AT 175M N OF LAKE SHORE BLVD W (PX 2188),Major Arterial,Traffic Signal,2,13592.0,0.015,11,0.24432607660453212
YORK ST AT GARDINER EXPY RAMP,Major Arterial,Traffic Signal,2,14113.0,0.015,11,0.2353064573945157
DEAUVILLE LANE AT GRENOBLE DR,Collector,Stop Sign,2,4715.0,0.015,11,0.7043223824408908
ROYAL YORK RD AT STANLEY AVE,Minor Arterial,No Control,2,7962.0,0.015,11,0.4170911872907311
SURREY AVE AT VICTORIA PARK AVE (PX 515),Major Arterial,Traffic Signal,4,23304.0,0.015,11,0.28500515218063854
CONNAUGHT AVE AT YONGE ST,Major Arterial,Stop Sign,2,19878.0,0.015,11,0.1670630864880169
CORNWALLIS DR AT KENNEDY RD,Major Arterial,No Control,2,20294.0,0.015,11,0.16363851548284225
BLOOR ST W AT MARTIN GROVE RD,Major Arterial,Stop Sign,4,13169.0,0.015,11,0.5043480952553422
FLEET ST AT MANITOBA DR & STRACHAN AVE (PX 571),Local,No Control,2,10804.0,0.015,11,0.3073750493529064
OAKDALE RD AT 376M S OF FINCH AVE & WESTVIEW CEN SS(PX 1897),Minor Arterial,Traffic Signal,2,7394.0,0.015,11,0.4491317329197728
CARLINGVIEW DR AT DISCO RD (PX 1207),Collector,No Control,2,8608.0,0.015,11,0.38578996668317855
GREER RD AT LAWRENCE AVE,Major Arterial,No Control,2,11399.0,0.015,11,0.2913308214061585
KINGSTON RD AT POPLAR RD,Major Arterial,No Control,2,20850.0,0.015,11,0.1592748217366331
DUNCAN ST AT RICHMOND ST (PX 267),Major Arterial,Traffic Signal,2,9928.0,0.015,11,0.3344963772369864
LAKE SHORE BLVD W ATTWENTIETH ST,Major Arterial,No Control,2,7583.0,0.015,11,0.4379374961372545
FRONT ST AT SPADINA AVE (PX 272),Major Arterial,Traffic Controller,4,17667.0,0.015,11,0.3759415897672271
SHUTER ST AT SUMACH ST,Local,No Control,1,4372.0,0.015,11,0.3797895737887466
BATHURST ST AT BLOOR ST W (PX 321),Major Arterial,No Control,4,14670.0,0.015,11,0.4527443808055624
ISLINGTON AVE AT THOROLD GT,Local,Stop Sign,2,11503.0,0.015,11,0.2886968645752239
CHERRY ST AT FRONT ST E,Collector,Traffic Signal,2,4136.0,0.015,11,0.8029207043541587
KEELER BLVD & OAKMEADOW BLVD AT NEILSON RD (PX 1538),Minor Arterial,No Control,2,10817.0,0.015,11,0.3070056423415735
LAKE SHORE BLVD W AT LOWER SIMCOE ST,Expressway,Traffic Signal,3,12171.0,0.015,11,0.4092777955643087
BATHURST ST AT QUEENS QUAY (PX 1593),Major Arterial,Traffic Signal,2,8251.0,0.015,11,0.4024821274038057
BLOOR ST AT DORVAL RD,Major Arterial,No Control,2,9319.0,0.015,11,0.3563558357343921
FERN AVE AT WESTON RD (PX 2251),Minor Arterial,Traffic Signal,2,7964.0,0.015,11,0.4169864431452537
BRIMLEY RD AT LAWRENCE AVE E (PX 414),Major Arterial,Traffic Signal,2,29273.0,0.015,11,0.113445155372145
STARVIEW LANE AT WESTON RD (PX 1227),Major Arterial,No Control,1,19958.0,0.015,11,0.0831967139294719
KNIGHTON DR AT WYNDCLIFF CRES,Local,Stop Sign,1,2651.0,0.015,11,0.6263447818198417
CITY VIEW DR AT DIXON RD & KELFIELD ST (PX 195),Local,No Control,1,21323.0,0.015,11,0.07787084446862075
BLOOR ST AT GLENDONWYNNE RD (PX 1688),Major Arterial,No Control,3,11362.0,0.015,11,0.43841929676229546
CALEDONIA RD AT KITCHENER AVE (PX 796),Minor Arterial,Traffic Signal,3,9903.0,0.015,11,0.5030112137547411
DUNDAS ST W AT 47M N OF CHELSEA & SHOPPERS DRUG MART (PX 1864),Minor Arterial,No Control,2,10247.0,0.015,11,0.3240831495275496
JANE ST AT WESTON RD (PX 528),Major Arterial,Traffic Signal,5,18242.0,0.015,11,0.4551145753218946
GARFELLA DR AT LEXINGTON AVE & MARTIN GROVE RD (PX 1535),Minor Arterial,Traffic Signal,2,10585.0,0.015,11,0.3137345331326217
STEELES AVE W AT HIGHWAY 400 E TCS & NORFINCH DR,Major Arterial,No Control,4,33039.0,0.015,11,0.20102787815665127
DANFORTH AVE AT LEYTON AVE,Major Arterial,Stop Sign,2,12980.0,0.015,11,0.2558459193535285
BEDFORD RD AT DAVENPORT RD (PX 381),Major Arterial,Traffic Signal,2,13805.0,0.015,11,0.24055632257941328
DUFFLAW RD AT LAWRENCE AVE (PX 1123),Major Arterial,Traffic Signal,2,13987.0,0.015,11,0.23742618382846933
BAY ST AT SCOLLARD ST (PX 2553),Major Arterial,Traffic Signal,2,10218.0,0.015,11,0.32500293924533186
BRAEBURN AVE AT SCARLETT RD,Major Arterial,No Control,3,11171.0,0.015,11,0.4459153209035181
EGLINTON AVE W AT LLOYD MANOR RD & WIDDICOMBE HILL BLVD,Major Arterial,No Control,2,25755.0,0.015,11,0.12894117776000003
DUNDAS ST E AT DON VALLEY PARKWAY N RAMP,Expressway,No Control,5,8147.0,0.015,11,1.0190499672299007
ARKONA DR AT CLOVERLEAF GT & WARDEN AVE (PX 927),Collector,Stop Sign,2,17151.0,0.015,11,0.1936260295731328
RAY AVE AT WESTON RD (PX 579),Minor Arterial,Traffic Signal,2,8620.0,0.015,11,0.3852529040845476
DINNICK CRES AT LAWRENCE AVE E,Major Arterial,No Control,2,9211.0,0.015,11,0.3605341475636522
"QUEEN ST W AT EUCLID AVE 
",Major Arterial,No Control,2,8635.0,0.015,11,0.38458367495180085
KEELE ST AT TORO RD (PX 1173),Major Arterial,Traffic Signal,2,12744.0,0.015,11,0.26058380674896425
FAYWOOD BLVD AT REINER RD,Collector,Stop Sign,2,3534.0,0.015,11,0.9396944066804757
DUNDAS ST AT HIGHWAY 427 W TCS (PX 882),None,No Control,1,28801.0,0.015,11,0.05765216543190862
ISLINGTON AVE AT SATTERLY RD (PX 1715),Major Arterial,Traffic Signal,2,11973.0,0.015,11,0.2773640719292408
CHRISTIE COOKIES ACCESS AT LAKE SHORE BLVD E OF PARKLAWN(PX 1784),Major Arterial,No Control,2,12547.0,0.015,11,0.26467522381515907
CHURCH ST AT KING ST E,Major Arterial,No Control,2,12748.0,0.015,11,0.2605020421406338
CONSILIUM PL AT GRANGEWAY AVE & PROGRESS AVE (PX 1352),Minor Arterial,Traffic Signal,2,7691.0,0.015,11,0.43178780824454566
ANNETTE ST AT BABY POINT RD & JANE ST (PX 522),Major Arterial,Traffic Signal,3,13273.0,0.015,11,0.37529722367311086
LAWRENCE AVE E AT STARSPRAY BLVD,Local,No Control,2,1296.0,0.015,11,2.562407433031482
GWYNNE AVE AT KING ST W,Major Arterial,No Control,2,5390.0,0.015,11,0.6161187445656401
QUEENS PLATE DR E AT REXDALE BLVD,Major Arterial,Traffic Signal,3,16011.0,0.015,11,0.3111186090695897
BAYVIEW AVE AT DAVISVILLE AVE (PX 2495),Major Arterial,Traffic Signal,2,11210.0,0.015,11,0.2962426434619804
RIPLEY AVE AT SOUTH KINGSWAY,Minor Arterial,Stop Sign,2,9890.0,0.015,11,0.33578160093112236
WOOD AVE AT LAWRENCE BAYVIEW S RAMP,Major Arterial,No Control,4,1850.0,0.015,11,3.5901405764419465
PAULSON RD AT TRETHEWEY DR,Minor Arterial,No Control,2,7999.0,0.015,11,0.4151618993885236
BALSAM AVE AT QUEEN ST E,Minor Arterial,No Control,3,7185.0,0.015,11,0.6932943701897287
ISLINGTON AVE AT POPLAR HEIGHTS DR & PRINCESS MARGARET  (PX 1315),Major Arterial,Traffic Signal,2,14916.0,0.015,11,0.22263877937843932
GALLOWAY DR AT GUILDWOOD PKWY,Minor Arterial,Stop Sign,3,3531.0,0.015,11,1.4107391814820733
WINSLAND DR AT WINTERTON DR,Collector,Stop Sign,1,2048.0,0.015,11,0.8107617268576174
GEORGE ST AT GERRARD ST E,Minor Arterial,Stop Sign,2,7849.0,0.015,11,0.42309594001895784
BOND ST AT DUNDAS ST E,Local,No Control,3,6354.0,0.015,11,0.7839660135053824
ROYAL YORK RD AT WESTON WOOD RD,Minor Arterial,No Control,2,9203.0,0.015,11,0.360847553320526
ROSELAWN AVE AT TIMES RD,Local,Stop Sign,2,7711.0,0.015,11,0.43066788136542605
DIXON RD AT ROYAL YORK RD & ST PHILLIPS RD (PX 433),Major Arterial,No Control,2,19452.0,0.015,11,0.17072177838827887
CARLINGVIEW DR AT FASKEN DR (PX 1577),Major Arterial,No Control,2,8336.0,0.015,11,0.39837812298570063
BATHURST ST AT JOICEY BLVD & MARQUETTE AVE (PX 318),Major Arterial,Traffic Signal,2,19545.0,0.015,11,0.1699094414535073
EVANS AVE AT TREEVIEW DR (PX 2250),Major Arterial,Traffic Signal,2,11528.0,0.015,11,0.2880707870583623
KENNETH AVE AT NORTON AVE,Collector,Stop Sign,2,844.0,0.015,11,3.9346919824748823
EASTERN AVE AT WOODFIELD RD (PX 2605),Minor Arterial,Stop Sign,3,8995.0,0.015,11,0.5537876653488828
STEELES AVE W AT FENMAR DR & PINE VALLEY DR,Major Arterial,Traffic Signal,3,26890.0,0.015,11,0.18524804945381929
MILITARY TR AT MORNINGSIDE AVE (PX 1112),Major Arterial,Traffic Signal,2,13421.0,0.015,11,0.24743909047081447
LAKE SHORE BLVD W AT SUPERIOR AVE (PX 231),Major Arterial,Traffic Signal,7,8551.0,0.015,11,1.3592655965654077
DUFFERIN ST AT ORFUS RD (PX 614),Major Arterial,Traffic Signal,1,19723.0,0.015,11,0.0841880046952492
BURNHAMTHORPE RD AT 65M WEST OF LAUREL AVE (PX 2336),Major Arterial,No Control,3,14185.0,0.015,11,0.35116813886592885
DUFFERIN ST AT PEEL AVE,Minor Arterial,No Control,2,8645.0,0.015,11,0.3841388124012493
LEGION RD N AT FGG EXPWY EB OFF RAMP (PX 2040),Expressway,No Control,3,7962.0,0.015,11,0.6256367809360965
BESTOBELL RD AT EVANS AVE (PX 2145),Major Arterial,Stop Sign,4,11017.0,0.015,11,0.6028646697301989
KENNEDY RD AT TROJAN GT (PX 1671),Major Arterial,Traffic Signal,2,16313.0,0.015,11,0.20357261283692762
EASTPARK BLVD AT MARKHAM RD & STEVENWOOD RD (PX 1397),Major Arterial,Traffic Signal,2,14178.0,0.015,11,0.23422767902446046
CLAIR RD AT JANE ST & SPENVALLEY DR (PX 1127),Major Arterial,Traffic Signal,9,13305.0,0.015,11,1.1231837767335289
COLLEGE ST AT ROXTON RD,Major Arterial,No Control,2,8219.0,0.015,11,0.4040491584388369
IAN MACDONALD BLVD AT SHOREHAM DR & THE POND RD (PX 2079),Minor Arterial,Traffic Signal,2,4575.0,0.015,11,0.7258754170948197
MARION ST AT SORAUREN AVE,Collector,Stop Sign,2,1617.0,0.015,11,2.0537291485521343
KIPLING AVE AT REDWATER DR (PX 2205),Major Arterial,Traffic Signal,4,13067.0,0.015,11,0.5082849978126273
BROWNING AVE AT PAPE AVE,Major Arterial,No Control,4,7141.0,0.015,11,0.9300882322388463
HIGHWAY 2A AT KINGSTON RD & HIGHWAY 401 EB OFF RAMP (PX 1202),Major Arterial,Traffic Signal,4,12567.0,0.015,11,0.5285080024204346
KINGSTON RD AT MARKHAM RD,Major Arterial,Traffic Signal,2,20556.0,0.015,11,0.1615528329056626
ALBION RD AT BENSTROW AVE & SANAGAN RD (PX 1953),Major Arterial,No Control,2,14765.0,0.015,11,0.22491568121969524
AVENUE RD AT LONSDALE RD (PX 113),Major Arterial,Traffic Signal,2,19238.0,0.015,11,0.17262085628489449
AVA RD AT WINNETT AVE,Local,Stop Sign,5,2427.0,0.015,11,3.4207664124524113
BLOOR ST AT MONTROSE AVE (PX 1928),Major Arterial,No Control,2,9535.0,0.015,11,0.3482831707612795
