count_location,ROAD_CLASS,TRAFFCTL,num_of_collisions,total_traffic,average_int_width,years,r
DANFORTH AVE AT WOODINGTON AVE (PX 1475),Major Arterial,Traffic Signal,7,11026.0,0.015,11,1.0541520148948669
BALLIOL ST AT MT PLEASANT RD,Local,No Control,3,18277.0,0.015,11,0.2725458253440499
SENTINEL RD AT SHEPPARD AVE (PX 1427),Major Arterial,No Control,9,14721.888888888889,0.015,11,1.0150844271565123
DUNDAS ST W AT SPADINA AVE,Major Arterial,No Control,6,15181.666666666666,0.015,11,0.656228352154555
UPJOHN RD AT YORK MILLS RD,Major Arterial,No Control,4,19057.0,0.015,11,0.34852075701409463
GREENBRAE CRCT AT GREENCEDAR CRCT & LAWRENCE AVE (PX 419),Major Arterial,No Control,10,18329.0,0.015,11,0.9059086783809266
KODIAK CRES AT SHEPPARD AVE & YUKON LANE (PX 1523),Major Arterial,Traffic Signal,2,19690.0,0.015,11,0.1686582038196445
ESTHER SHINER BLVD AT LESLIE ST & NORTH YORK GENERAL HOS (PX 1752,Major Arterial,Traffic Signal,3,27615.0,0.015,11,0.1803845754051494
HEYWORTH CRES AT WOODBINE AVE,Major Arterial,No Control,3,8572.0,0.015,11,0.5811152647938872
FINCH AVE AT ISLINGTON AVE (PX 947),Major Arterial,Traffic Signal,21,24840.0,0.015,11,1.4037536372259423
DAWES RD AT GOWER ST,Minor Arterial,Traffic Signal,3,5383.0,0.015,11,0.92537990893799
COLLEGE ST AT RUSHOLME PARK CRES,Major Arterial,Stop Sign,4,7669.0,0.015,11,0.8660529490699701
BLOOR ST E AT PARLIAMENT ST (PX 252),Major Arterial,Traffic Signal,6,23659.666666666668,0.015,11,0.4210811690623875
ASHLEY RD AT ROYAL YORK RD,Minor Arterial,No Control,2,12375.0,0.015,11,0.2683539420774788
YONGE ST AT CENTRE AVE,Major Arterial,No Control,3,20275.0,0.015,11,0.24568779530521334
KINGSTON RD AT WOODBINE AVE,Major Arterial,Traffic Signal,7,19639.428571428572,0.015,11,0.5918237424249732
BLEECKER ST AT WELLESLEY ST E,Minor Arterial,No Control,4,6639.0,0.015,11,1.0004157352639855
BAYVIEW AVE AT CUMMER AVE (PX 651),Major Arterial,Traffic Signal,4,23199.0,0.015,11,0.2862951017896289
EGLINTON AVE E AT MARKHAM RD (PX 463),Major Arterial,No Control,14,18244.071428571428,0.015,11,1.2741761247468355
PELHAM AVE AT UXBRIDGE AVE,Local,No Control,2,1041.0,0.015,11,3.1900864872322776
BURNHAMTHORPE RD AT SHAVER AVE N,Major Arterial,Stop Sign,6,12997.666666666666,0.015,11,0.7664945066775884
BERNER TR & WICKSON TRL AT NEILSON RD (PX 1474),Minor Arterial,No Control,5,13769.0,0.015,11,0.6029631841834557
GREENWOOD AVE AT MOUNTNOEL AVE,Minor Arterial,Stop Sign,7,5970.0,0.015,11,1.9469145923334676
HARBORD ST AT HOSKIN AVE & ST GEORGE ST (PX 838),Minor Arterial,Traffic Signal,2,6267.0,0.015,11,0.5298994787312591
EUCLID AVE AT HARBORD ST,Minor Arterial,Traffic Controller,2,9704.0,0.015,11,0.34221764563157464
MEADOWVALE RD AT SHEPPARD AVE E,Major Arterial,Traffic Signal,10,11736.2,0.015,11,1.4148020795524958
GARRATT BLVD AT NORTHGATE DR & WILSON AVE (PX 1236),Major Arterial,Traffic Signal,3,16492.0,0.015,11,0.3020446307187243
DUFFERIN ST AT STEELES AVE W,Major Arterial,Traffic Signal,13,36281.61538461538,0.015,11,0.5949492597567823
EGLINTON AVE AT THE EAST MALL & HWY 427 NB OFF RAMP (PX 907),None,No Control,1,17197.0,0.015,11,0.09655405109056232
CIVIC CENTRE CRT AT THE WEST MALL (PX 1525),Minor Arterial,Traffic Signal,3,7725.333333333333,0.015,11,0.6448032511839663
BELLAMY RD N AT BRIMORTON DR (PX 1017),Collector,No Control,4,11707.0,0.015,11,0.5673323709248826
HOLLYWOOD AVE AT WILLOWDALE AVE,Minor Arterial,No Control,4,8004.0,0.015,11,0.8298051057493254
DANFORTH RD AT EGLINTON AVE E,Major Arterial,No Control,20,17890.3,0.015,11,1.8562461407627597
GRANDRAVINE DR AT SENTINEL RD,Collector,Stop Sign,3,5518.0,0.015,11,0.9027401322604568
COLLEGE ST AT EUCLID AVE (PX 1143),Major Arterial,Traffic Signal,6,9415.333333333334,0.015,11,1.058129303224499
HUMBERWOOD BLVD AT REXDALE BLVD (PX 1619),Major Arterial,No Control,6,20828.0,0.015,11,0.4783291770513924
COXWELL AVE AT FAIRFORD AVE & GERRARD ST E (PX 367),Minor Arterial,Traffic Signal,9,10065.222222222223,0.015,11,1.4847123907951076
STEELES AVE W AT ADESSO DR & PETER KAISER GATE,Major Arterial,No Control,2,22569.0,0.015,11,0.14714342829583946
BLOOR ST AT PRINCE EDWARD DR (PX 337),Major Arterial,Traffic Signal,3,19997.0,0.015,11,0.24910336799585941
BRIDLETOWNE CIR W AT FINCH AVE E,Major Arterial,Traffic Signal,8,19546.0,0.015,11,0.6796029946196257
LAWRENCE AVE E AT WARDEN AVE,Major Arterial,Traffic Signal,4,34649.0,0.015,11,0.1916869192882219
PICKERING TOWN LINE AT STEELES AVE E & TAUNTON RD,Minor Arterial,Traffic Signal,4,12690.0,0.015,11,0.5233853480234516
MILNER AVE AT SCUNTHROPE RD (PX 2394),Minor Arterial,Pedestrian Crossover,2,5781.0,0.015,11,0.5744473331964713
GERRARD ST E AT JARVIS ST,Major Arterial,Traffic Signal,7,19892.85714285714,0.015,11,0.5842840992001122
STEELES AVE W AT THURMAN RD & TORRESDALE AVE,Major Arterial,Traffic Signal,12,21446.5,0.015,11,0.9290690881613691
FINCH AVE W AT ALNESS ST & CHAMPAGNE DR (PX 1000),Major Arterial,Traffic Signal,2,24106.0,0.015,11,0.13776155451791255
HIGHWAY 401 S TCS AT MORNINGSIDE AVE (PX 1032),Major Arterial,Traffic Signal,6,19394.0,0.015,11,0.5136970248337838
BENLEIGH DR AT MCCOWAN RD,Major Arterial,No Control,3,13404.0,0.015,11,0.37162936808513886
GIHON SPRING DR AT STEELES AVE W,Major Arterial,No Control,7,18165.0,0.015,11,0.6398612780749133
BREMNER BLVD AT LOWER SIMCOE ST (PX 2202),Minor Arterial,No Control,6,5708.0,0.015,11,1.7453819375659427
DAVENPORT RD AT GREENLAW AVE,Minor Arterial,No Control,2,8831.0,0.015,11,0.37604801644307556
PEMBERTON AVE AT WILLOWDALE AVE,Minor Arterial,No Control,2,7087.0,0.015,11,0.4685875593634543
SHEPPARD AVE E AT BRIAN DR & CONSUMERS RD (PX 906),Major Arterial,Traffic Signal,4,20376.0,0.015,11,0.32595995614534756
GOVERNMENT RD AT ROYAL YORK RD,Major Arterial,No Control,4,12214.0,0.015,11,0.5437825500587524
BLOOR ST W AT DURIE ST W (PX 1479),Major Arterial,Traffic Signal,4,10605.0,0.015,11,0.6262857205485715
BEATY AVE AT KING ST W,Major Arterial,No Control,3,7163.0,0.015,11,0.6954237121057101
BLOOR ST AT NEILSON DR (PX 2210),Major Arterial,Traffic Signal,2,13483.0,0.015,11,0.24630127072675223
DUNDAS ST E AT HAMILTON ST,Major Arterial,Stop Sign,3,6549.0,0.015,11,0.7606230034834631
HIGHWAY 27 AT ROYALCREST RD,Major Arterial,Traffic Signal,3,12724.0,0.015,11,0.391490101368532
LAWRENCE AVE AT SCARLETT RD (PX 432),Major Arterial,Traffic Signal,9,18419.88888888889,0.015,11,0.8112948041968912
SOUTH KINGSWAY LINK RD AT THE QUEENSWAY (PX 1932),Major Arterial,No Control,3,2463.0,0.015,11,2.0224604343537154
BATHURST ST AT ELM RIDGE DR & ROSELAWN AVE (PX 309),Major Arterial,Traffic Signal,3,17903.0,0.015,11,0.278239404000067
DUNDAS ST W AT EDNA AVE,Minor Arterial,No Control,4,11365.0,0.015,11,0.584404757273876
STEELES AVE E AT ESNA PARK DR & PHARMACY AVE,Major Arterial,Traffic Signal,10,29831.0,0.015,11,0.5566156067863632
BRIMLEY RD AT HWY 401 NORTH SIDE,Major Arterial,No Control,5,17015.0,0.015,11,0.48793418060664123
ST CLAIR AVE AT VICTORIA PARK AVE (PX 471),Major Arterial,No Control,4,25465.0,0.015,11,0.26081916616601614
CRESCENT TOWN RD AT DAWES RD,Minor Arterial,Traffic Signal,1,6612.0,0.015,11,0.2511252293715064
HERRON AVE AT ST CLAIR AVE (PX 641),Major Arterial,Traffic Signal,4,16013.0,0.015,11,0.41477300108771625
GARDENTREE ST AT MORNINGSIDE AVE AND PIXLEY CRES,Minor Arterial,No Control,2,4014.0,0.015,11,0.8273243729967117
LAKE SHORE BLVD AT LOWER JARVIS ST (PX 210),Major Arterial,Traffic Signal,33,25914.0,0.015,11,2.114475594194073
BALDWIN ST AT SPADINA AVE,Major Arterial,No Control,11,4493.0,0.015,11,4.0651769825614075
KEELE ST AT WHITBURN CRES (PX 1255),Major Arterial,Traffic Signal,6,17792.333333333332,0.015,11,0.5599400546842124
MARKET ST AT THE ESPLANADE,Local,No Control,2,4391.0,0.015,11,0.756292423869005
ELLERSLIE AVE AT NORTON AVE & YONGE ST,Major Arterial,No Control,8,15604.75,0.015,11,0.8512485065659625
DUNDAS ST E AT REGENT ST,Major Arterial,No Control,2,6531.0,0.015,11,0.5084795641109785
DUNDAS ST W AT KENSINGTON AVE,Major Arterial,No Control,2,7964.0,0.015,11,0.4169864431452537
DENTON AVE AT ROBINSON AVE,Collector,Stop Sign,2,1126.0,0.015,11,2.9492717879296633
MCRAE DR AT MILLWOOD RD (PX 683),Collector,Traffic Signal,2,7982.0,0.015,11,0.41604610789386126
OTONABEE AVE AT WILLOWDALE AVE (PX 2199),Local,No Control,2,8480.0,0.015,11,0.3916132114633019
GERRARD ST E AT PEMBROKE ST,Minor Arterial,No Control,3,8292.0,0.015,11,0.6007380667888569
DUNDAS ST W AT GLADSTONE AVE,Minor Arterial,No Control,4,9983.0,0.015,11,0.6653070285903637
LANGBOURNE PL AT THE DONWAY W/CONDO DRIVEWAY,Minor Arterial,No Control,3,6553.0,0.015,11,0.7601587135377997
DUNDAS ST AT PACIFIC AVE (PX 187),Major Arterial,No Control,6,9831.0,0.015,11,1.0133903061363443
CLAREMONT ST AT DUNDAS ST W,Major Arterial,No Control,2,7735.0,0.015,11,0.42933161386021984
BROOKMERE RD AT KIPLING AVE & WESTHUMBER BLVD (PX 733),Major Arterial,Traffic Signal,22,9951.0,0.015,11,3.6709557195555025
DOVERCOURT RD AT DUPONT ST (PX 843),Major Arterial,Traffic Signal,4,16656.0,0.015,11,0.3987608109040347
EGLINTON AVE E AT HUNTINGTON AVE,Major Arterial,No Control,4,18768.0,0.015,11,0.35388747156956524
LAKE SHORE BLVD AT MIMICO AVE (PX 232),Major Arterial,No Control,3,7722.0,0.015,11,0.6450815915324011
BELLAMY RD N AT LAWRENCE AVE E (PX 416),Minor Arterial,Stop Sign,7,21947.0,0.015,11,0.5295976724030984
KINGSTON RD AT MIDLAND AVE,Major Arterial,Traffic Signal,4,19688.0,0.015,11,0.33735067383266965
DOVERCOURT RD AT QUEEN ST W,Major Arterial,No Control,6,10043.0,0.015,11,0.9919984167705269
GUILDWOOD PKWY AT ROWATSON RD,Minor Arterial,No Control,2,5092.0,0.015,11,0.6521759688155538
HILDA AVE AT STEELES AVE W,Major Arterial,Traffic Signal,6,27022.0,0.015,11,0.3686862593304124
FINCH AVE AT HUMBERLINE DR (PX 1506),Major Arterial,Traffic Signal,10,18863.0,0.015,11,0.8802629574322218
ELLESMERE RD AT PHARMACY AVE,Major Arterial,Traffic Signal,11,23614.0,0.015,11,0.7734750649042265
MAINSHEP RD AT WESTON RD (PX 2422),Major Arterial,No Control,6,18414.0,0.015,11,0.5410361735433041
DWIGHT AVE AT LAKE SHORE BLVD W,Major Arterial,No Control,8,7588.0,0.015,11,1.7505956948913024
DALESFORD RD AT GRAND AVE,None,No Control,1,2340.0,0.015,11,0.7095897506856411
DON RIVER BLVD AT SHEPPARD AVE W,Major Arterial,No Control,3,14392.0,0.015,11,0.34611729084305176
MERRILL AVE E AT WOODBINE AVE,Major Arterial,Stop Sign,7,8706.0,0.015,11,1.33506548543887
HARBORD ST AT SPADINA AVE (PX 280),Major Arterial,Traffic Signal,5,17579.0,0.015,11,0.4722794290358952
ALBION RD AT KIPLING AVE (PX 734),Major Arterial,No Control,2,22602.0,0.015,11,0.14692859185951687
BENNETT RD AT LAWRENCE AVE (PX 1033),Minor Arterial,Traffic Signal,6,6017.0,0.015,11,1.655748728540203
ESTHER LORRIE DR AT KIPLING AVE,Major Arterial,No Control,4,10432.0,0.015,11,0.6366717855078222
RONCESVALLES AVE AT KING ST W & QUEEN ST W,Major Arterial,No Control,4,9278.5,0.015,11,0.7158226077941048
BLOOR ST W AT SPADINA AVE & SPADINA RD,Major Arterial,Traffic Signal,9,17055.11111111111,0.015,11,0.8762159362130377
SHEPPARD AVE AT W R ALLEN RD (PX 1407),Major Arterial,Traffic Signal,6,37350.0,0.015,11,0.2667373520649639
EPSOM AVE AT WESTLAKE AVE,Local,Stop Sign,2,621.0,0.015,11,5.347632903717875
ELMBROOK CRES AT ERINGATE DR & RENFORTH DR (PX 1349),Minor Arterial,No Control,2,9108.0,0.015,11,0.36461133434440063
ST CLAIR AVE AT WINONA DR (PX 486),Major Arterial,Traffic Signal,4,8215.0,0.015,11,0.8084917914081072
JOHN DRURY DR AT SHEPPARD AVE (PX 1296),Major Arterial,No Control,6,12838.0,0.015,11,0.7760274263613024
DON MILLS RD AT BARBER GREENE RD & GREEN BELT DR,Major Arterial,Traffic Signal,15,17995.0,0.015,11,1.3840844817485969
DUBRAY AVE AT WILSON AVE (PX 857),Major Arterial,No Control,6,15993.0,0.015,11,0.622937541401013
LOWER SHERBOURNE ST AT QUEENS QUAY E AND DOCKSIDE DR (PX 2351),Minor Arterial,No Control,6,6382.0,0.015,11,1.5610529770646195
PARK LAWN RD AT DRIVEWAY TO 88/90 PARK LAWN RD,Major Arterial,No Control,2,15152.0,0.015,11,0.21917106871758188
KINGSGROVE BLVD AT ROYAL YORK RD,Minor Arterial,Stop Sign,5,10211.6,0.015,11,0.813016577521838
BAYVIEW AVE AT HIGHWAY 401 N TCS (PX 647),Major Arterial,Traffic Signal,5,37689.4,0.015,11,0.22027944416790932
PLEASANT BLVD AT YONGE ST,Major Arterial,No Control,3,11709.0,0.015,11,0.4254265991812453
HUNTINGWOOD DR AT KENNEDY RD (PX 1111),Minor Arterial,No Control,3,24091.333333333332,0.015,11,0.20676813445277145
BRENYON WAY AT SEWELLS RD (PX 1788),Minor Arterial,Traffic Signal,3,5462.0,0.015,11,0.9119956151250826
F G GARDINER EXPY ON/OFF RAMPS AT LAKE SHORE BLVD (PX 1944),Major Arterial,No Control,2,11881.0,0.015,11,0.27951182839902367
JAMESON AVE AT KING ST W (PX 540),Minor Arterial,No Control,11,12801.272727272728,0.015,11,1.4267987700735183
DUNDAS ST AT MABELLE AVE (PX 1847),Major Arterial,Traffic Signal,3,11858.0,0.015,11,0.4200809622038456
FAIRFAX CR AT WARDEN AVE (PX 1285),Major Arterial,Traffic Signal,10,14145.1,0.015,11,1.1738623386221378
BAYVIEW AVE AT PARKHURST BLVD & SOUDAN AVE,Major Arterial,Pedestrian Crossover,13,14034.384615384615,0.015,11,1.5380596162509859
ELLESMERE RD AT DUNDALK DR & WYE VALLEY RD,Major Arterial,Traffic Signal,5,20790.4,0.015,11,0.39932854024078424
ALNESS ST AT DOLOMITE DR,Minor Arterial,Stop Sign,4,10448.0,0.015,11,0.6356967904304749
KINGSTON RD AT MORNINGSIDE AVE,Major Arterial,Traffic Signal,10,26726.0,0.015,11,0.6212826523252264
DUNDAS ST E AT LESLIE ST,Minor Arterial,Traffic Signal,5,7645.0,0.015,11,1.085964693658862
BRANDON AVE AT LANSDOWNE AVE,Minor Arterial,No Control,2,8926.0,0.015,11,0.37204571288469646
ARDAGH ST AT JANE ST (PX 1316),Major Arterial,Traffic Signal,2,10338.0,0.015,11,0.3212304152842717
EGLINTON AVE E AT MCCOWAN RD,Major Arterial,No Control,4,14811.0,0.015,11,0.44843427630933774
DEAN PARK RD AT GENERATION BLVD & MEADOWVALE RD (PX 1499),Minor Arterial,Traffic Signal,6,8713.0,0.015,11,1.1434224836022497
DAVENPORT RD AT LAUGHTON AVE (PX 1022),Minor Arterial,Traffic Signal,2,8273.0,0.015,11,0.4014118256024176
HIGHWAY 27 AT REXDALE BLVD (PX 1161),Major Arterial,Traffic Signal,12,25805.583333333332,0.015,11,0.7721305866980779
THE QUEENSWAY AT SHERWAY GARDENS RD (PX 887),Major Arterial,Traffic Signal,4,30070.5,0.015,11,0.22087295077958802
YONGE ST AT 280M S OF CUMMER AVE & # 5791 - 5800 YONGE (PX 2177),Major Arterial,Traffic Signal,5,25244.0,0.015,11,0.3288781525519728
JUDSON ST AT ROYAL YORK RD,Collector,No Control,3,9767.333333333334,0.015,11,0.5099979574581803
CHARLES ST E AT JARVIS ST & MOUNT PLEASANT RD (PX 13),Major Arterial,Traffic Signal,5,15498.0,0.015,11,0.5356949337348045
STEELES AVE W AT CAPSTAN GT & SHALE GT,Major Arterial,Traffic Signal,2,25176.0,0.015,11,0.13190657901210678
DOVERCOURT RD AT DUNDAS ST W,Minor Arterial,No Control,3,8445.0,0.015,11,0.5898543575859325
LOWER SHERBOURNE ST AT THE ESPLANADE (PX 1441),Minor Arterial,Traffic Signal,4,7364.0,0.015,11,0.9019228770257469
ALLANHURST DR AT ROYAL YORK RD (PX 2189),Minor Arterial,Traffic Signal,3,11513.0,0.015,11,0.432669160932268
KING ST W AT UNIVERSITY AVE,Major Arterial,Traffic Signal,4,18793.0,0.015,11,0.35341670124075986
COLUMBINE AVE AT KINGSTON RD,Major Arterial,No Control,1,11365.0,0.015,11,0.146101189318469
CROW TRL AT NEILSON RD (PX 1728),Minor Arterial,Traffic Signal,8,9112.0,0.015,11,1.4578051067641793
HUPFIELD TRL AT MCLEVIN AVE AND PRV ACCESS (PX 2298),Collector,No Control,4,5200.0,0.015,11,1.277261551234154
BRUCEWOOD CRES AT GLENMOUNT AVE & LAWRENCE AVE (PX 1326),Major Arterial,Traffic Signal,6,19906.666666666668,0.015,11,0.5004675200750034
GREENCEDAR CRCT AT GREENCREST CRCT & MARKHAM RD (PX 704),Major Arterial,Traffic Signal,5,14460.0,0.015,11,0.5741493833348549
CHILTON RD AT DONLANDS AVE,None,No Control,7,10146.0,0.015,11,1.1455825070205796
BRIMLEY RD AT DANFORTH RD,Major Arterial,Traffic Signal,2,14392.0,0.015,11,0.2307448605620345
GLEBEMOUNT AVE AT MORTIMER AVE (PX 2409),Minor Arterial,Stop Sign,6,5853.0,0.015,11,1.7021425080516661
ROXBOROUGH ST AT WRENTHAM PL,Collector,Stop Sign,2,3564.0,0.015,11,0.9317845211023571
JANE ST AT STEELES AVE W (PX 535),Major Arterial,Traffic Signal,7,30701.0,0.015,11,0.3785896262737631
HEATHER RD AT GLEN WATFORD DR,Collector,Stop Sign,2,1769.0,0.015,11,1.8772640097279822
LAKE SHORE BLVD AT MARINE PARADE DR & PARK LAWN RD (PX 230),Major Arterial,Traffic Signal,8,19170.5,0.015,11,0.6929146413935579
OCONNOR DR AT ST CLAIR AVE (PX 447),Major Arterial,Traffic Signal,3,24201.0,0.015,11,0.20583116605979918
CULNAN AVE AT THE QUEENSWAY,Major Arterial,No Control,7,15348.0,0.015,11,0.7573025877137608
GERRARD ST E AT VICTORIA PARK AVE,Minor Arterial,No Control,2,15917.0,0.015,11,0.2086373081113778
LAKE SHORE BLVD W AT ROYAL YORK RD,Major Arterial,No Control,5,9782.0,0.015,11,0.8487221511983236
GLENDALE AVE AT THE QUEENSWAY (PX 1879),Major Arterial,No Control,5,13910.0,0.015,11,0.5968511921654925
DUFFERIN ST AT 60M S OF HUNTER (PX 1271),Major Arterial,No Control,5,13220.0,0.015,11,0.6280030319986385
RICHMOND ST AT YORK ST (PX 74),Major Arterial,Traffic Signal,2,10341.0,0.015,11,0.3211372239830578
BAYVIEW AVE AT CITATION DR & EMPRESS AVE (PX 649),Major Arterial,No Control,5,21722.0,0.015,11,0.38220237929389567
WELLINGTON ST AT YORK ST (PX 71),Minor Arterial,Traffic Signal,5,6152.8,0.015,11,1.349336900764205
DON VALLEY PKWY W TCS AT YORK MILLS RD,None,No Control,10,17455.2,0.015,11,0.9512580873346627
OLD WESTON RD AT ROWNTREE AVE,Minor Arterial,No Control,1,8182.0,0.015,11,0.20293815895922762
ANNETTE ST AT PACIFIC AVE (PX 1880),Minor Arterial,Traffic Signal,2,8574.0,0.015,11,0.38731980793198045
BLOOR ST W AT OAKMOUNT RD,Major Arterial,No Control,2,11011.0,0.015,11,0.3015965882489148
JAMESON AVE AT LAKE SHORE BLVD W/B (PX 224),Major Arterial,No Control,16,22196.125,0.015,11,1.1969224477547502
EGLINTON AVE W AT ROYAL YORK RD,Major Arterial,Traffic Signal,4,20780.0,0.015,11,0.31962271734444664
ARLETA AVE AT NORTHOVER ST & SHEPPARD AVE (PX 1010),Collector,Stop Sign,5,16948.0,0.015,11,0.48986311559015816
BAYVIEW AVE AT SHEPPARD AVE (PX 648),Major Arterial,Traffic Signal,14,48266.142857142855,0.015,11,0.4816245686187337
ALLARD AVE AT WILSON AVE,Major Arterial,Stop Sign,3,12209.0,0.015,11,0.40800393560596293
HUMBERSIDE AVE AT KEELE ST (PX 1729),Major Arterial,Traffic Signal,3,10601.0,0.015,11,0.4698915243668711
BAYVIEW AVE AT BOWAN CRT & GLENELIA AV,Major Arterial,Stop Sign,3,18015.0,0.015,11,0.27650957811896754
BEACONHILL RD AT KIPLING AVE (PX 1651),Major Arterial,Traffic Signal,3,8346.0,0.015,11,0.5968511921654925
DONLANDS AVE AT MILLWOOD RD & PAPE AVE (PX 642),Major Arterial,No Control,8,15221.375,0.015,11,0.8726885798973616
BLOOR ST W AT KEELE ST & PARKSIDE DR (PX 328),Major Arterial,Traffic Signal,5,23322.2,0.015,11,0.35597842755065995
KENNEDY RD AT ST CLAIR AVE (PX 475),Major Arterial,No Control,12,19024.666666666668,0.015,11,1.047339254262158
LAKE SHORE BLVD AT ONTARIO DR & REMEMBRANCE DR (PX 930),Major Arterial,Traffic Signal,7,24681.0,0.015,11,0.4709323008075362
BURNHAMTHORPE RD AT HIGHWAY 427 E TCS (PX 949),Major Arterial,Traffic Signal,4,24753.5,0.015,11,0.26831599840093723
BATHURST ST AT CARPENTER RD,Major Arterial,No Control,4,15241.0,0.015,11,0.43578243333230116
STEELES AVE W AT CONLEY ST & HIDDEN TRL,Major Arterial,Traffic Signal,2,23923.0,0.015,11,0.13881536735396066
ALBION RD AT WALSH AVE & WESTON RD (PX 587),Major Arterial,Traffic Signal,6,18061.0,0.015,11,0.5516106583038815
DUNDAS ST AT KINGSWAY MILLS PLAZA (PX 1852),Major Arterial,Traffic Signal,2,16251.0,0.015,11,0.2043492728575965
BLOOR ST AT SOUTH KINGSWAY & RIVERVIEW GARDENS (PX 334),Major Arterial,Traffic Signal,5,18126.2,0.015,11,0.45802209415222167
EGLINTON AVE AT 35M E OF DONLEA DR & LEASIDE HIGH SCHOOL(PX 1125),Major Arterial,Traffic Signal,2,19138.0,0.015,11,0.17352283588717735
KEELE ST AT LAWRENCE AVE (PX 428),Major Arterial,No Control,18,29759.333333333332,0.015,11,1.0043208953677012
HULLRICK DR AT HUMBERWOOD BLVD,Collector,No Control,6,4783.0,0.015,11,2.0829270540720053
LAWRENCE AVE AT YONGE ST (PX 55),Major Arterial,Traffic Signal,7,26014.285714285714,0.015,11,0.44679605059646127
ANNETTE ST AT KEELE ST (PX 576),Major Arterial,Traffic Signal,10,17559.0,0.015,11,0.9456347266953701
SPADINA AVE AT ST ANDREWS ST (PX 1146),Major Arterial,Traffic Signal,4,9698.0,0.015,11,0.6848587406081256
AUKLAND RD AT DUNDAS ST (PX 1350),Major Arterial,Traffic Signal,2,23263.0,0.015,11,0.14275373052524612
CUMMER AVE AT DREWRY AVE & YONGE ST (PX 129),Major Arterial,No Control,3,27878.333333333332,0.015,11,0.1786806976677181
KINGSTON RD AT WARDEN AVE,Major Arterial,Traffic Signal,6,12696.666666666666,0.015,11,0.7846657993929956
HOMEWOOD AVE AT WELLESLEY ST E,Minor Arterial,Traffic Signal,2,6446.0,0.015,11,0.515184615763078
ATTWELL DR AT DIXON RD & SKYWAY AVE (PX 953),Major Arterial,No Control,8,23803.0,0.015,11,0.5580607542257364
ELMWOOD AVE AT NORTH YORK BLVD & YONGE ST (PX 1099),Major Arterial,No Control,9,26555.0,0.015,11,0.5627550423437997
EASTDALE AVE AT SECORD AVE,Collector,No Control,6,4280.0,0.015,11,2.3277196494454206
BRIAR HILL AVE AT SHERWOOD AVE & YONGE ST (PX 482),Major Arterial,No Control,9,16954.0,0.015,11,0.8814415565317685
ALBION RD AT CALSTOCK DR (PX 1921),Major Arterial,No Control,2,12543.0,0.015,11,0.264759629531117
1630 LAWRENCE AVE W AT 55M E OF OLYMPIA DR (PX 1624),Major Arterial,Traffic Signal,2,18320.0,0.015,11,0.18127074417078604
BRIMLEY RD AT HUNTINGWOOD DR (PX 1170),Major Arterial,No Control,6,15832.333333333334,0.015,11,0.629259117394345
QUEEN ST E AT RIVER ST,Major Arterial,Traffic Signal,3,6185.0,0.015,11,0.8053872352163622
FINCH AVE E AT BRAHMS AVE & LINUS RD,Major Arterial,Traffic Signal,2,12965.0,0.015,11,0.25614192311676054
FINCH AVE AT TOBERMORY DR (PX 1002),Major Arterial,Traffic Signal,4,16547.0,0.015,11,0.401387566714063
BAYVIEW AVE AT BAYVIEW MEWS LANE (PX 1147),Major Arterial,Traffic Signal,8,23559.5,0.015,11,0.5638286098107006
KENNEDY RD AT RANSTONE GDNS (PX 1762),Major Arterial,Traffic Signal,3,13221.0,0.015,11,0.3767733189481281
FINCH AVE AT 35M E OF WINLOCK PK (PX 1780),Major Arterial,No Control,3,16398.0,0.015,11,0.30377607329023054
EMPRESS AVE AT PARK HOME AVE & YONGE ST (PX 126),Major Arterial,Traffic Signal,11,21313.0,0.015,11,0.8569811937619481
BROCK AVE AT COLLEGE ST (PX 1153),Minor Arterial,Traffic Signal,4,11612.0,0.015,11,0.5719738259057527
MURRAY RD AT WILSON AVE (PX 2429),Major Arterial,No Control,3,16702.0,0.015,11,0.2982469195194109
MERTON ST AT MOUNT PLEASANT RD,Major Arterial,Traffic Signal,6,19701.0,0.015,11,0.5056921019047969
LAWRENCE AVE AT SOUTH STATION ST,Local,No Control,2,10839.0,0.015,11,0.3063825106752284
CLOSE AVE AT KING ST W,Major Arterial,Pedestrian Crossover,7,9237.0,0.015,11,1.2583176481791494
THE QUEENSWAY AT SOUTHPORT ST,Major Arterial,No Control,2,15067.0,0.015,11,0.22040751531219224
COLBECK ST AT WINDERMERE AVE,Collector,Stop Sign,2,2703.0,0.015,11,1.2285904673358492
BANBURY RD AT LAWRENCE AVE E,Collector,No Control,1,8811.0,0.015,11,0.1884508020207014
LAWRENCE AVE E AT MORNINGSIDE AVE,Minor Arterial,No Control,8,15316.0,0.015,11,0.8672969530448683
GERRARD ST E AT WOODBINE AVE (PX 365),Major Arterial,Traffic Signal,5,15209.4,0.015,11,0.545859802689258
BURNHAMTHORPE RD AT KIPLING AVE (PX 726),Major Arterial,No Control,2,20308.0,0.015,11,0.1635257057912547
ANGLESEY BLVD AT THE KINGSWAY,Collector,Stop Sign,2,4296.0,0.015,11,0.773016767506704
DALLNER RD AT WILSON AVE,Major Arterial,Stop Sign,4,14988.0,0.015,11,0.44313851524003206
BROADWAY AVE AT REDPATH AVE,Collector,Stop Sign,2,6290.0,0.015,11,0.5279618494767568
DALESFORD RD AT ROYAL YORK RD & SINCLAIR ST,None,No Control,7,8722.0,0.015,11,1.3326163857178173
